S.No,Symbol,LTP,Point,Change,%,Change,Open,High,Low,Volume,Prev.,Close
232,SAEF,9.90,-0.04,-0.40,9.99,10.00,9.86,"21,600.00",9.94
233,SAGF,8.67,0.01,0.12,8.67,8.84,8.67,"1,100.00",8.66
234,SAHAS,507.40,-2.60,-0.51,505.00,520.20,504.00,"4,730.00",510.00
235,SALICO,692.20,-12.80,-1.82,714.90,719.00,690.00,"22,917.00",705.00
236,SAMAJ,"2,400.00",101.00,4.39,"2,344.00","2,488.20","2,253.10","2,326.00","2,299.00"
237,SANIMA,241.00,1.00,0.42,244.80,259.00,240.00,"57,410.00",240.00
238,SAPDBL,327.00,-4.00,-1.21,337.60,340.00,324.30,"60,229.00",331.00
239,SARBTM,790.00,20.00,2.60,776.00,807.00,774.00,"84,415.00",770.00
240,SBCF,7.78,-0.12,-1.52,7.90,7.90,7.76,"8,400.00",7.90
241,SBD87,990.00,-8.00,-0.80,990.00,990.00,990.00,25.00,998.00
242,SBI,279.10,-2.50,-0.89,285.00,288.60,279.10,"11,764.00",281.60
243,SBID83,"1,071.00",30.00,2.88,"1,041.00","1,071.00","1,041.00",155.00,"1,041.00"
244,SBID89,"1,015.00",7.90,0.78,"1,015.00","1,015.00","1,015.00",125.00,"1,007.10"
245,SBL,228.80,-0.40,-0.17,233.00,233.00,224.70,"44,941.00",229.20
246,SBLD2082,"1,071.00",21.00,2.00,"1,071.00","1,071.00","1,071.00",25.00,"1,050.00"
247,SBLD83,"1,043.00",20.00,1.96,"1,043.00","1,043.00","1,043.00",25.00,"1,023.00"
248,SBLD89,"1,092.40",2.40,0.22,"1,071.00","1,092.40","1,071.00",50.00,"1,090.00"
249,SCB,545.00,1.00,0.18,553.00,587.00,542.00,"19,151.00",544.00
250,SDBD87,"1,005.00",0.00,0.00,"1,005.00","1,005.00","1,005.00",65.00,"1,005.00"
251,SDLBSL,940.00,-32.00,-3.29,955.40,987.90,935.00,"12,485.00",972.00
252,SEF,8.10,-0.05,-0.61,7.99,8.10,7.99,"29,000.00",8.15
253,SFCL,345.00,0.00,0.00,350.00,351.00,342.00,"27,352.00",345.00
254,SFEF,7.85,0.19,2.48,7.70,7.85,7.68,700.00,7.66
255,SFMF,9.91,0.28,2.91,9.63,9.91,9.63,"2,600.00",9.63
256,SGHC,321.90,1.90,0.59,320.00,327.00,317.00,"22,691.00",320.00
257,SGIC,534.90,-6.10,-1.13,551.50,551.50,529.50,"37,989.00",541.00
258,SHEL,155.50,-1.40,-0.89,160.00,161.00,153.50,"222,293.00",156.90
259,SHINE,396.90,-15.10,-3.67,412.00,412.00,395.10,"109,192.00",412.00
260,SHIVM,502.50,4.50,0.90,504.90,515.00,498.00,"141,198.00",498.00
261,SHL,444.10,0.10,0.02,452.60,452.70,436.10,"53,023.00",444.00
262,SHLB,"1,587.00",27.00,1.73,"1,545.00","1,600.00","1,498.40","14,131.00","1,560.00"
263,SHPC,327.10,-3.00,-0.91,331.00,334.00,326.50,"18,071.00",330.10
264,SICL,688.00,-2.00,-0.29,699.90,702.00,686.00,"13,776.00",690.00
265,SIFC,418.00,-4.00,-0.95,430.40,430.40,417.20,"34,858.00",422.00
266,SIGS2,7.96,0.02,0.25,7.96,7.97,7.96,"230,700.00",7.94
267,SIGS3,9.28,0.33,3.69,8.95,9.46,8.95,850.00,8.95
268,SIKLES,510.00,9.80,1.96,495.00,515.00,495.00,"8,397.00",500.20
269,SINDU,389.90,-5.10,-1.29,399.00,405.70,386.40,"20,816.00",395.00
270,SJCL,268.00,-1.00,-0.37,269.00,272.00,265.20,"5,625.00",269.00
271,SJLIC,414.00,-2.00,-0.48,422.80,423.00,414.00,"33,541.00",416.00
272,SKBBL,811.40,-6.60,-0.81,827.00,832.80,811.30,"22,696.00",818.00
273,SLBBL,770.00,2.00,0.26,770.00,800.00,761.00,"56,658.00",768.00
274,SLCF,7.97,-0.13,-1.60,8.00,8.10,7.97,"9,000.00",8.10
275,SMATA,912.00,-32.00,-3.39,932.00,957.00,910.00,"22,822.00",944.00
276,SMB,"1,626.00",39.00,2.46,"1,580.00","1,660.00","1,556.00","3,721.00","1,587.00"
277,SMFBS,"1,278.00",-22.00,-1.69,"1,325.00","1,325.00","1,275.00","3,728.00","1,300.00"
278,SMH,685.90,28.90,4.40,669.90,690.00,665.00,"16,293.00",657.00
279,SMHL,434.00,-8.20,-1.85,445.00,450.00,430.60,"20,779.00",442.20
280,SMJC,361.00,-1.10,-0.30,362.40,375.00,358.70,"26,308.00",362.10
281,SNLI,464.00,1.80,0.39,470.00,470.00,462.20,"16,361.00",462.20
282,SONA,448.00,8.00,1.82,436.00,459.00,436.00,"173,303.00",440.00
283,SPC,515.00,1.00,0.19,515.00,535.50,506.00,"5,015.00",514.00
284,SPDL,239.00,0.00,0.00,236.00,245.00,233.40,"24,742.00",239.00
